game_id,turn_number,player,roll_number,dice,category,score,agent1_name,agent2_name,winner_name,agent1_score,agent2_score
1,1,A1,3,"[1, 6, 6, 6, 6]",Brelan,25,A1,A2,,,
1,2,A2,3,"[6, 6, 6, 6, 3]",Carré,27,A1,A2,,,
1,3,A1,3,"[1, 1, 6, 1, 1]",Carré,10,A1,A2,,,
1,4,A2,3,"[4, 5, 5, 1, 4]",Chance,19,A1,A2,,,
1,5,A1,3,"[1, 3, 5, 1, 1]",Chance,11,A1,A2,,,
1,6,A2,3,"[6, 1, 1, 4, 5]",Six,6,A1,A2,,,
1,7,A1,3,"[4, 2, 4, 3, 4]",Quatre,12,A1,A2,,,
1,8,A2,3,"[2, 6, 3, 6, 1]",Trois,3,A1,A2,,,
1,9,A1,3,"[4, 3, 6, 1, 4]",Six,6,A1,A2,,,
1,10,A2,3,"[5, 4, 1, 1, 6]",Cinq,5,A1,A2,,,
1,11,A1,3,"[5, 6, 4, 6, 4]",Cinq,5,A1,A2,,,
1,12,A2,3,"[4, 3, 1, 4, 5]",Quatre,8,A1,A2,,,
1,13,A1,3,"[5, 6, 6, 2, 5]",Deux,2,A1,A2,,,
1,14,A2,3,"[6, 2, 6, 6, 2]",Full,25,A1,A2,,,
1,15,A1,3,"[5, 5, 4, 5, 5]",As,0,A1,A2,,,
1,16,A2,3,"[1, 1, 2, 5, 5]",As,2,A1,A2,,,
1,17,A1,3,"[6, 6, 6, 3, 6]",Trois,3,A1,A2,,,
1,18,A2,3,"[2, 6, 2, 1, 2]",Brelan,13,A1,A2,,,
1,19,A1,3,"[2, 2, 4, 2, 6]",Full,0,A1,A2,,,
1,20,A2,3,"[6, 5, 1, 1, 1]",Deux,0,A1,A2,,,
1,21,A1,3,"[6, 6, 6, 4, 4]",Petite Suite,0,A1,A2,,,
1,22,A2,3,"[3, 3, 3, 5, 3]",Petite Suite,0,A1,A2,,,
1,23,A1,3,"[1, 1, 1, 1, 1]",Yams,50,A1,A2,,,
1,24,A2,3,"[4, 3, 6, 5, 5]",Yams,0,A1,A2,,,
1,25,A1,3,"[6, 2, 6, 1, 2]",Grande Suite,0,A1,A2,,,
1,26,A2,3,"[3, 3, 3, 4, 3]",Grande Suite,0,A1,A2,,,
1,END,SUMMARY,,,TOTALS,,A1,A2,A1,124,108
2,1,A1,3,"[2, 1, 2, 2, 4]",Brelan,11,A1,A2,,,
2,2,A2,3,"[2, 6, 2, 6, 3]",Chance,19,A1,A2,,,
2,3,A1,3,"[1, 2, 6, 1, 1]",Chance,11,A1,A2,,,
2,4,A2,3,"[1, 2, 2, 2, 5]",Brelan,12,A1,A2,,,
2,5,A1,3,"[4, 1, 4, 4, 3]",Quatre,12,A1,A2,,,
2,6,A2,3,"[5, 6, 5, 5, 6]",Full,25,A1,A2,,,
2,7,A1,3,"[2, 3, 3, 3, 3]",Carré,14,A1,A2,,,
2,8,A2,3,"[2, 6, 6, 5, 2]",Six,12,A1,A2,,,
2,9,A1,3,"[3, 2, 6, 3, 2]",Trois,6,A1,A2,,,
2,10,A2,3,"[4, 5, 5, 5, 3]",Cinq,15,A1,A2,,,
2,11,A1,3,"[1, 1, 1, 1, 6]",Six,6,A1,A2,,,
2,12,A2,3,"[6, 2, 5, 6, 6]",Deux,2,A1,A2,,,
2,13,A1,3,"[5, 5, 2, 5, 5]",Cinq,20,A1,A2,,,
2,14,A2,3,"[1, 5, 1, 2, 3]",Trois,3,A1,A2,,,
2,15,A1,3,"[6, 6, 6, 6, 3]",As,0,A1,A2,,,
2,16,A2,3,"[1, 4, 4, 6, 4]",Quatre,12,A1,A2,,,
2,17,A1,3,"[6, 4, 4, 4, 4]",Deux,0,A1,A2,,,
2,18,A2,3,"[5, 3, 2, 6, 2]",As,0,A1,A2,,,
2,19,A1,3,"[4, 2, 2, 2, 4]",Full,25,A1,A2,,,
2,20,A2,3,"[1, 6, 2, 1, 4]",Petite Suite,0,A1,A2,,,
2,21,A1,3,"[3, 3, 3, 4, 3]",Petite Suite,0,A1,A2,,,
2,22,A2,3,"[6, 3, 6, 4, 1]",Carré,0,A1,A2,,,
2,23,A1,3,"[6, 6, 5, 1, 6]",Grande Suite,0,A1,A2,,,
2,24,A2,3,"[2, 4, 4, 1, 4]",Grande Suite,0,A1,A2,,,
2,25,A1,3,"[3, 4, 3, 3, 3]",Yams,0,A1,A2,,,
2,26,A2,3,"[2, 1, 2, 2, 2]",Yams,0,A1,A2,,,
2,END,SUMMARY,,,TOTALS,,A1,A2,A1,105,100
3,1,A1,3,"[3, 3, 5, 6, 3]",Brelan,20,A1,A2,,,
3,2,A2,3,"[5, 5, 4, 6, 3]",Petite Suite,30,A1,A2,,,
3,3,A1,3,"[6, 2, 6, 6, 2]",Full,25,A1,A2,,,
3,4,A2,3,"[5, 4, 3, 3, 3]",Brelan,18,A1,A2,,,
3,5,A1,3,"[3, 6, 3, 6, 4]",Chance,22,A1,A2,,,
3,6,A2,3,"[4, 5, 2, 5, 6]",Chance,22,A1,A2,,,
3,7,A1,3,"[5, 5, 2, 5, 4]",Cinq,15,A1,A2,,,
3,8,A2,3,"[3, 6, 2, 6, 6]",Six,18,A1,A2,,,
3,9,A1,3,"[1, 3, 3, 4, 3]",Trois,9,A1,A2,,,
3,10,A2,3,"[6, 6, 6, 3, 6]",Carré,27,A1,A2,,,
3,11,A1,3,"[3, 2, 2, 6, 2]",Deux,6,A1,A2,,,
3,12,A2,3,"[6, 1, 6, 6, 6]",As,1,A1,A2,,,
3,13,A1,3,"[5, 5, 5, 5, 4]",Carré,24,A1,A2,,,
3,14,A2,3,"[1, 1, 1, 5, 6]",Cinq,5,A1,A2,,,
3,15,A1,3,"[5, 4, 5, 6, 4]",Quatre,8,A1,A2,,,
3,16,A2,3,"[6, 4, 2, 3, 4]",Quatre,8,A1,A2,,,
3,17,A1,3,"[3, 6, 3, 3, 3]",Six,6,A1,A2,,,
3,18,A2,3,"[1, 1, 1, 1, 1]",Yams,50,A1,A2,,,
3,19,A1,3,"[5, 5, 5, 3, 6]",As,0,A1,A2,,,
3,20,A2,3,"[5, 4, 5, 4, 2]",Deux,2,A1,A2,,,
3,21,A1,3,"[3, 6, 5, 5, 1]",Petite Suite,0,A1,A2,,,
3,22,A2,3,"[6, 6, 6, 6, 5]",Trois,0,A1,A2,,,
3,23,A1,3,"[2, 3, 2, 2, 2]",Grande Suite,0,A1,A2,,,
3,24,A2,3,"[1, 1, 3, 6, 6]",Full,0,A1,A2,,,
3,25,A1,3,"[2, 5, 3, 5, 5]",Yams,0,A1,A2,,,
3,26,A2,3,"[3, 4, 5, 4, 4]",Grande Suite,0,A1,A2,,,
3,END,SUMMARY,,,TOTALS,,A1,A2,A2,135,181
4,1,A1,3,"[6, 2, 2, 2, 3]",Brelan,15,A1,A2,,,
4,2,A2,3,"[3, 3, 3, 4, 5]",Brelan,18,A1,A2,,,
4,3,A1,3,"[6, 5, 5, 5, 5]",Carré,26,A1,A2,,,
4,4,A2,3,"[5, 2, 2, 2, 3]",Chance,14,A1,A2,,,
4,5,A1,3,"[6, 1, 6, 3, 6]",Chance,22,A1,A2,,,
4,6,A2,3,"[2, 5, 4, 4, 1]",Quatre,8,A1,A2,,,
4,7,A1,3,"[4, 3, 3, 4, 6]",Quatre,8,A1,A2,,,
4,8,A2,3,"[4, 4, 2, 4, 6]",Six,6,A1,A2,,,
4,9,A1,3,"[4, 4, 6, 4, 6]",Full,25,A1,A2,,,
4,10,A2,3,"[2, 2, 6, 1, 6]",Deux,4,A1,A2,,,
4,11,A1,3,"[1, 6, 5, 6, 6]",Six,18,A1,A2,,,
4,12,A2,3,"[4, 6, 6, 6, 6]",Carré,28,A1,A2,,,
4,13,A1,3,"[4, 4, 4, 4, 4]",Yams,50,A1,A2,,,
4,14,A2,3,"[3, 2, 5, 1, 3]",Trois,6,A1,A2,,,
4,15,A1,3,"[5, 5, 2, 1, 5]",Cinq,15,A1,A2,,,
4,16,A2,3,"[6, 4, 1, 3, 2]",Petite Suite,30,A1,A2,,,
4,17,A1,3,"[3, 3, 3, 5, 4]",Trois,9,A1,A2,,,
4,18,A2,3,"[5, 5, 6, 5, 5]",Cinq,20,A1,A2,,,
4,19,A1,3,"[5, 5, 4, 5, 5]",As,0,A1,A2,,,
4,20,A2,3,"[4, 3, 3, 5, 5]",As,0,A1,A2,,,
4,21,A1,3,"[4, 1, 4, 4, 4]",Deux,0,A1,A2,,,
4,22,A2,3,"[3, 5, 1, 3, 4]",Full,0,A1,A2,,,
4,23,A1,3,"[6, 6, 6, 1, 1]",Petite Suite,0,A1,A2,,,
4,24,A2,3,"[5, 6, 1, 2, 4]",Grande Suite,0,A1,A2,,,
4,25,A1,3,"[4, 3, 4, 4, 4]",Grande Suite,0,A1,A2,,,
4,26,A2,3,"[5, 2, 1, 4, 4]",Yams,0,A1,A2,,,
4,END,SUMMARY,,,TOTALS,,A1,A2,A1,188,134
5,1,A1,3,"[2, 2, 5, 2, 6]",Brelan,17,A1,A2,,,
5,2,A2,3,"[1, 1, 3, 1, 1]",Carré,7,A1,A2,,,
5,3,A1,3,"[3, 4, 6, 4, 1]",Chance,18,A1,A2,,,
5,4,A2,3,"[1, 3, 2, 3, 4]",Petite Suite,30,A1,A2,,,
5,5,A1,3,"[3, 3, 2, 4, 1]",Petite Suite,30,A1,A2,,,
5,6,A2,3,"[4, 6, 6, 2, 6]",Brelan,24,A1,A2,,,
5,7,A1,3,"[3, 2, 2, 2, 2]",Carré,11,A1,A2,,,
5,8,A2,3,"[1, 4, 2, 2, 4]",Chance,13,A1,A2,,,
5,9,A1,3,"[6, 6, 4, 6, 6]",Six,24,A1,A2,,,
5,10,A2,3,"[5, 3, 1, 1, 4]",Cinq,5,A1,A2,,,
5,11,A1,3,"[3, 2, 2, 5, 3]",Trois,6,A1,A2,,,
5,12,A2,3,"[2, 5, 1, 2, 2]",Deux,6,A1,A2,,,
5,13,A1,3,"[3, 3, 2, 3, 2]",Full,25,A1,A2,,,
5,14,A2,3,"[3, 6, 6, 5, 6]",Six,18,A1,A2,,,
5,15,A1,3,"[3, 3, 6, 3, 2]",Deux,2,A1,A2,,,
5,16,A2,3,"[4, 3, 4, 3, 5]",Quatre,8,A1,A2,,,
5,17,A1,3,"[5, 2, 2, 2, 2]",Cinq,5,A1,A2,,,
5,18,A2,3,"[6, 6, 6, 1, 6]",As,1,A1,A2,,,
5,19,A1,3,"[1, 1, 1, 4, 5]",Quatre,4,A1,A2,,,
5,20,A2,3,"[6, 2, 4, 2, 1]",Trois,0,A1,A2,,,
5,21,A1,3,"[2, 2, 3, 4, 4]",As,0,A1,A2,,,
5,22,A2,3,"[4, 5, 2, 3, 4]",Grande Suite,0,A1,A2,,,
5,23,A1,3,"[6, 6, 6, 5, 6]",Grande Suite,0,A1,A2,,,
5,24,A2,3,"[5, 3, 5, 2, 4]",Full,0,A1,A2,,,
5,25,A1,3,"[4, 4, 4, 5, 2]",Yams,0,A1,A2,,,
5,26,A2,3,"[5, 3, 3, 3, 4]",Yams,0,A1,A2,,,
5,END,SUMMARY,,,TOTALS,,A1,A2,A1,142,112
6,1,A1,3,"[4, 1, 5, 5, 5]",Brelan,20,A1,A2,,,
6,2,A2,3,"[6, 6, 5, 3, 2]",Chance,22,A1,A2,,,
6,3,A1,3,"[1, 1, 2, 3, 5]",Chance,12,A1,A2,,,
6,4,A2,3,"[2, 2, 3, 5, 4]",Petite Suite,30,A1,A2,,,
6,5,A1,3,"[1, 1, 1, 1, 5]",Carré,9,A1,A2,,,
6,6,A2,3,"[4, 1, 5, 5, 6]",Cinq,10,A1,A2,,,
6,7,A1,3,"[2, 2, 2, 1, 2]",Deux,8,A1,A2,,,
6,8,A2,3,"[3, 1, 4, 3, 6]",Trois,6,A1,A2,,,
6,9,A1,3,"[1, 1, 1, 1, 1]",Yams,50,A1,A2,,,
6,10,A2,3,"[2, 3, 2, 2, 3]",Full,25,A1,A2,,,
6,11,A1,3,"[5, 2, 6, 5, 6]",Six,12,A1,A2,,,
6,12,A2,3,"[5, 2, 6, 1, 2]",Six,6,A1,A2,,,
6,13,A1,3,"[5, 2, 4, 6, 2]",Cinq,5,A1,A2,,,
6,14,A2,3,"[1, 5, 5, 2, 2]",Deux,4,A1,A2,,,
6,15,A1,3,"[2, 2, 6, 3, 3]",Trois,6,A1,A2,,,
6,16,A2,3,"[3, 4, 3, 2, 5]",Quatre,4,A1,A2,,,
6,17,A1,3,"[4, 5, 4, 4, 3]",Quatre,12,A1,A2,,,
6,18,A2,3,"[3, 3, 4, 3, 6]",Brelan,19,A1,A2,,,
6,19,A1,3,"[2, 1, 6, 5, 4]",As,1,A1,A2,,,
6,20,A2,3,"[2, 1, 2, 5, 5]",As,1,A1,A2,,,
6,21,A1,3,"[2, 4, 2, 2, 6]",Full,0,A1,A2,,,
6,22,A2,3,"[4, 2, 1, 1, 1]",Yams,0,A1,A2,,,
6,23,A1,3,"[3, 6, 3, 3, 3]",Petite Suite,0,A1,A2,,,
6,24,A2,3,"[2, 2, 3, 5, 4]",Carré,0,A1,A2,,,
6,25,A1,3,"[3, 1, 1, 3, 3]",Grande Suite,0,A1,A2,,,
6,26,A2,3,"[4, 6, 4, 1, 6]",Grande Suite,0,A1,A2,,,
6,END,SUMMARY,,,TOTALS,,A1,A2,A1,135,127
7,1,A1,3,"[6, 3, 6, 6, 6]",Brelan,27,A1,A2,,,
7,2,A2,3,"[4, 4, 4, 1, 1]",Full,25,A1,A2,,,
7,3,A1,3,"[6, 5, 2, 5, 5]",Chance,23,A1,A2,,,
7,4,A2,3,"[6, 6, 6, 6, 4]",Carré,28,A1,A2,,,
7,5,A1,3,"[2, 6, 3, 2, 3]",Trois,6,A1,A2,,,
7,6,A2,3,"[2, 1, 2, 5, 3]",Chance,13,A1,A2,,,
7,7,A1,3,"[4, 3, 4, 5, 4]",Quatre,12,A1,A2,,,
7,8,A2,3,"[3, 6, 6, 6, 5]",Brelan,26,A1,A2,,,
7,9,A1,3,"[4, 1, 2, 4, 4]",Deux,2,A1,A2,,,
7,10,A2,3,"[3, 2, 4, 5, 4]",Petite Suite,30,A1,A2,,,
7,11,A1,3,"[1, 5, 2, 1, 5]",Cinq,10,A1,A2,,,
7,12,A2,3,"[1, 1, 6, 5, 1]",Six,6,A1,A2,,,
7,13,A1,3,"[6, 1, 2, 6, 6]",Six,18,A1,A2,,,
7,14,A2,3,"[6, 1, 4, 6, 2]",Quatre,4,A1,A2,,,
7,15,A1,3,"[6, 6, 4, 6, 5]",As,0,A1,A2,,,
7,16,A2,3,"[4, 4, 5, 1, 3]",Cinq,5,A1,A2,,,
7,17,A1,3,"[1, 1, 1, 1, 1]",Yams,50,A1,A2,,,
7,18,A2,3,"[3, 3, 6, 3, 3]",Trois,12,A1,A2,,,
7,19,A1,3,"[3, 4, 3, 4, 3]",Full,25,A1,A2,,,
7,20,A2,3,"[4, 1, 6, 1, 1]",As,3,A1,A2,,,
7,21,A1,3,"[4, 5, 1, 3, 5]",Carré,0,A1,A2,,,
7,22,A2,3,"[6, 5, 6, 6, 4]",Deux,0,A1,A2,,,
7,23,A1,3,"[5, 6, 2, 1, 2]",Petite Suite,0,A1,A2,,,
7,24,A2,3,"[2, 2, 2, 3, 2]",Grande Suite,0,A1,A2,,,
7,25,A1,3,"[6, 5, 6, 6, 6]",Grande Suite,0,A1,A2,,,
7,26,A2,3,"[5, 5, 6, 3, 2]",Yams,0,A1,A2,,,
7,END,SUMMARY,,,TOTALS,,A1,A2,A1,173,152
8,1,A1,3,"[1, 5, 5, 5, 6]",Brelan,22,A1,A2,,,
8,2,A2,3,"[2, 2, 2, 2, 3]",Carré,11,A1,A2,,,
8,3,A1,3,"[5, 5, 5, 2, 5]",Carré,22,A1,A2,,,
8,4,A2,3,"[5, 5, 4, 3, 5]",Brelan,22,A1,A2,,,
8,5,A1,3,"[3, 3, 4, 3, 3]",Chance,16,A1,A2,,,
8,6,A2,3,"[4, 3, 5, 3, 3]",Chance,18,A1,A2,,,
8,7,A1,3,"[3, 6, 3, 5, 4]",Petite Suite,30,A1,A2,,,
8,8,A2,3,"[5, 4, 4, 3, 5]",Cinq,10,A1,A2,,,
8,9,A1,3,"[3, 3, 6, 6, 3]",Full,25,A1,A2,,,
8,10,A2,3,"[3, 2, 1, 3, 1]",Trois,6,A1,A2,,,
8,11,A1,3,"[2, 2, 2, 2, 5]",Deux,8,A1,A2,,,
8,12,A2,3,"[4, 6, 5, 3, 5]",Petite Suite,30,A1,A2,,,
8,13,A1,3,"[6, 5, 5, 3, 2]",Cinq,10,A1,A2,,,
8,14,A2,3,"[4, 1, 2, 3, 3]",Quatre,4,A1,A2,,,
8,15,A1,3,"[4, 6, 6, 6, 3]",Six,18,A1,A2,,,
8,16,A2,3,"[3, 6, 4, 4, 5]",Six,6,A1,A2,,,
8,17,A1,3,"[4, 4, 4, 4, 6]",Quatre,16,A1,A2,,,
8,18,A2,3,"[3, 5, 5, 5, 5]",As,0,A1,A2,,,
8,19,A1,3,"[1, 1, 2, 1, 5]",As,3,A1,A2,,,
8,20,A2,3,"[2, 1, 1, 5, 1]",Deux,2,A1,A2,,,
8,21,A1,3,"[2, 2, 1, 1, 2]",Trois,0,A1,A2,,,
8,22,A2,3,"[6, 6, 5, 4, 3]",Full,0,A1,A2,,,
8,23,A1,3,"[4, 3, 4, 6, 5]",Grande Suite,0,A1,A2,,,
8,24,A2,3,"[3, 2, 5, 3, 2]",Grande Suite,0,A1,A2,,,
8,25,A1,3,"[5, 5, 3, 3, 1]",Yams,0,A1,A2,,,
8,26,A2,3,"[1, 3, 1, 5, 1]",Yams,0,A1,A2,,,
8,END,SUMMARY,,,TOTALS,,A1,A2,A1,170,109
9,1,A1,3,"[2, 2, 2, 2, 4]",Brelan,12,A1,A2,,,
9,2,A2,3,"[1, 4, 2, 3, 6]",Petite Suite,30,A1,A2,,,
9,3,A1,3,"[3, 3, 3, 3, 3]",Yams,50,A1,A2,,,
9,4,A2,3,"[1, 1, 5, 1, 3]",Brelan,11,A1,A2,,,
9,5,A1,3,"[1, 4, 4, 4, 4]",Carré,17,A1,A2,,,
9,6,A2,3,"[4, 4, 4, 4, 4]",Yams,50,A1,A2,,,
9,7,A1,3,"[5, 5, 5, 5, 5]",Cinq,25,A1,A2,,,
9,8,A2,3,"[3, 6, 3, 3, 3]",Carré,18,A1,A2,,,
9,9,A1,3,"[1, 4, 1, 2, 2]",Chance,10,A1,A2,,,
9,10,A2,3,"[1, 5, 2, 1, 4]",Chance,13,A1,A2,,,
9,11,A1,3,"[1, 1, 1, 1, 3]",As,4,A1,A2,,,
9,12,A2,3,"[6, 3, 1, 3, 3]",Trois,9,A1,A2,,,
9,13,A1,3,"[3, 2, 2, 2, 2]",Deux,8,A1,A2,,,
9,14,A2,3,"[6, 6, 1, 5, 5]",Six,12,A1,A2,,,
9,15,A1,3,"[2, 3, 2, 5, 2]",Trois,3,A1,A2,,,
9,16,A2,3,"[4, 4, 1, 6, 4]",Quatre,12,A1,A2,,,
9,17,A1,3,"[5, 2, 5, 5, 1]",Quatre,0,A1,A2,,,
9,18,A2,3,"[1, 3, 3, 3, 3]",As,1,A1,A2,,,
9,19,A1,3,"[6, 6, 2, 6, 6]",Six,24,A1,A2,,,
9,20,A2,3,"[1, 3, 3, 1, 1]",Full,25,A1,A2,,,
9,21,A1,3,"[6, 4, 6, 6, 6]",Full,0,A1,A2,,,
9,22,A2,3,"[6, 6, 6, 4, 6]",Deux,0,A1,A2,,,
9,23,A1,3,"[2, 2, 1, 2, 1]",Petite Suite,0,A1,A2,,,
9,24,A2,3,"[4, 2, 5, 1, 1]",Cinq,5,A1,A2,,,
9,25,A1,3,"[1, 1, 1, 6, 1]",Grande Suite,0,A1,A2,,,
9,26,A2,3,"[1, 2, 1, 6, 1]",Grande Suite,0,A1,A2,,,
9,END,SUMMARY,,,TOTALS,,A1,A2,A2,153,186
10,1,A1,3,"[1, 1, 1, 1, 4]",Brelan,8,A1,A2,,,
10,2,A2,3,"[1, 6, 6, 5, 4]",Chance,22,A1,A2,,,
10,3,A1,3,"[3, 3, 1, 3, 3]",Carré,13,A1,A2,,,
10,4,A2,3,"[4, 6, 4, 4, 5]",Brelan,23,A1,A2,,,
10,5,A1,3,"[5, 4, 4, 4, 2]",Chance,19,A1,A2,,,
10,6,A2,3,"[6, 4, 6, 3, 4]",Six,12,A1,A2,,,
10,7,A1,3,"[1, 6, 6, 6, 2]",Six,18,A1,A2,,,
10,8,A2,3,"[3, 2, 2, 2, 1]",Deux,6,A1,A2,,,
10,9,A1,3,"[4, 6, 3, 6, 6]",Quatre,4,A1,A2,,,
10,10,A2,3,"[1, 4, 2, 3, 1]",Petite Suite,30,A1,A2,,,
10,11,A1,3,"[1, 4, 2, 2, 3]",Petite Suite,30,A1,A2,,,
10,12,A2,3,"[4, 4, 4, 3, 6]",Quatre,12,A1,A2,,,
10,13,A1,3,"[1, 1, 1, 5, 6]",Cinq,5,A1,A2,,,
10,14,A2,3,"[5, 5, 5, 1, 5]",Carré,21,A1,A2,,,
10,15,A1,3,"[3, 4, 3, 3, 1]",Trois,9,A1,A2,,,
10,16,A2,3,"[6, 6, 1, 2, 6]",As,1,A1,A2,,,
10,17,A1,3,"[5, 3, 5, 3, 3]",Full,25,A1,A2,,,
10,18,A2,3,"[5, 5, 6, 6, 5]",Full,25,A1,A2,,,
10,19,A1,3,"[5, 6, 4, 4, 4]",As,0,A1,A2,,,
10,20,A2,3,"[3, 6, 6, 6, 3]",Trois,6,A1,A2,,,
10,21,A1,3,"[3, 6, 4, 2, 6]",Deux,2,A1,A2,,,
10,22,A2,3,"[2, 4, 2, 2, 2]",Cinq,0,A1,A2,,,
10,23,A1,3,"[6, 4, 6, 6, 6]",Grande Suite,0,A1,A2,,,
10,24,A2,3,"[3, 6, 5, 3, 3]",Grande Suite,0,A1,A2,,,
10,25,A1,3,"[1, 1, 1, 1, 3]",Yams,0,A1,A2,,,
10,26,A2,3,"[2, 5, 1, 6, 5]",Yams,0,A1,A2,,,
10,END,SUMMARY,,,TOTALS,,A1,A2,A2,133,158
11,1,A1,3,"[3, 3, 3, 4, 4]",Full,25,A1,A2,,,
11,2,A2,3,"[2, 5, 6, 1, 3]",Chance,17,A1,A2,,,
11,3,A1,3,"[6, 6, 3, 6, 4]",Brelan,25,A1,A2,,,
11,4,A2,3,"[3, 3, 6, 2, 2]",Trois,6,A1,A2,,,
11,5,A1,3,"[4, 6, 6, 6, 4]",Chance,26,A1,A2,,,
11,6,A2,3,"[2, 1, 1, 5, 3]",Cinq,5,A1,A2,,,
11,7,A1,3,"[2, 4, 5, 5, 2]",Cinq,10,A1,A2,,,
11,8,A2,3,"[4, 2, 3, 2, 2]",Brelan,13,A1,A2,,,
11,9,A1,3,"[1, 1, 4, 1, 2]",Quatre,4,A1,A2,,,
11,10,A2,3,"[1, 4, 4, 1, 5]",Quatre,8,A1,A2,,,
11,11,A1,3,"[5, 3, 6, 6, 3]",Six,12,A1,A2,,,
11,12,A2,3,"[6, 4, 4, 4, 1]",Six,6,A1,A2,,,
11,13,A1,3,"[6, 6, 6, 6, 2]",Carré,26,A1,A2,,,
11,14,A2,3,"[6, 3, 6, 6, 4]",Deux,0,A1,A2,,,
11,15,A1,3,"[2, 4, 2, 4, 2]",Deux,6,A1,A2,,,
11,16,A2,3,"[5, 2, 2, 2, 3]",As,0,A1,A2,,,
11,17,A1,3,"[4, 4, 4, 4, 4]",Yams,50,A1,A2,,,
11,18,A2,3,"[3, 6, 3, 1, 3]",Full,0,A1,A2,,,
11,19,A1,3,"[3, 5, 5, 2, 3]",Trois,6,A1,A2,,,
11,20,A2,3,"[1, 4, 5, 6, 6]",Petite Suite,0,A1,A2,,,
11,21,A1,3,"[4, 4, 5, 5, 6]",As,0,A1,A2,,,
11,22,A2,3,"[6, 2, 2, 1, 2]",Yams,0,A1,A2,,,
11,23,A1,3,"[5, 3, 5, 6, 3]",Petite Suite,0,A1,A2,,,
11,24,A2,3,"[4, 5, 6, 4, 3]",Grande Suite,0,A1,A2,,,
11,25,A1,3,"[1, 6, 1, 1, 1]",Grande Suite,0,A1,A2,,,
11,26,A2,3,"[1, 6, 3, 2, 5]",Carré,0,A1,A2,,,
11,END,SUMMARY,,,TOTALS,,A1,A2,A1,190,55
12,1,A1,3,"[6, 1, 6, 6, 3]",Brelan,22,A1,A2,,,
12,2,A2,3,"[3, 2, 6, 6, 3]",Chance,20,A1,A2,,,
12,3,A1,3,"[1, 3, 1, 1, 2]",Chance,8,A1,A2,,,
12,4,A2,3,"[3, 5, 1, 1, 6]",Six,6,A1,A2,,,
12,5,A1,3,"[2, 4, 4, 2, 4]",Full,25,A1,A2,,,
12,6,A2,3,"[5, 6, 1, 4, 1]",Cinq,5,A1,A2,,,
12,7,A1,3,"[1, 1, 2, 1, 1]",Carré,6,A1,A2,,,
12,8,A2,3,"[1, 1, 2, 6, 4]",Quatre,4,A1,A2,,,
12,9,A1,3,"[2, 4, 2, 5, 2]",Deux,6,A1,A2,,,
12,10,A2,3,"[3, 4, 2, 5, 3]",Petite Suite,30,A1,A2,,,
12,11,A1,3,"[5, 5, 5, 4, 1]",Cinq,15,A1,A2,,,
12,12,A2,3,"[2, 2, 1, 2, 2]",Carré,9,A1,A2,,,
12,13,A1,3,"[3, 3, 5, 3, 3]",Trois,12,A1,A2,,,
12,14,A2,3,"[4, 4, 5, 5, 5]",Full,25,A1,A2,,,
12,15,A1,3,"[6, 2, 6, 6, 6]",Six,24,A1,A2,,,
12,16,A2,3,"[6, 3, 1, 6, 4]",Trois,3,A1,A2,,,
12,17,A1,3,"[6, 6, 5, 6, 4]",Quatre,4,A1,A2,,,
12,18,A2,3,"[4, 3, 6, 2, 3]",Deux,2,A1,A2,,,
12,19,A1,3,"[6, 6, 6, 4, 6]",As,0,A1,A2,,,
12,20,A2,3,"[3, 3, 3, 4, 3]",Brelan,16,A1,A2,,,
12,21,A1,3,"[2, 1, 6, 6, 6]",Petite Suite,0,A1,A2,,,
12,22,A2,3,"[6, 2, 1, 3, 5]",As,1,A1,A2,,,
12,23,A1,3,"[3, 5, 6, 5, 4]",Grande Suite,0,A1,A2,,,
12,24,A2,3,"[1, 4, 3, 4, 1]",Grande Suite,0,A1,A2,,,
12,25,A1,3,"[5, 2, 2, 3, 2]",Yams,0,A1,A2,,,
12,26,A2,3,"[1, 1, 1, 3, 1]",Yams,0,A1,A2,,,
12,END,SUMMARY,,,TOTALS,,A1,A2,A1,122,121
13,1,A1,3,"[4, 4, 4, 4, 4]",Yams,50,A1,A2,,,
13,2,A2,3,"[1, 2, 2, 2, 1]",Full,25,A1,A2,,,
13,3,A1,3,"[4, 4, 1, 3, 6]",Chance,18,A1,A2,,,
13,4,A2,3,"[2, 5, 2, 2, 2]",Carré,13,A1,A2,,,
13,5,A1,3,"[4, 4, 4, 6, 5]",Brelan,23,A1,A2,,,
13,6,A2,3,"[1, 5, 6, 4, 6]",Chance,22,A1,A2,,,
13,7,A1,3,"[4, 4, 2, 4, 1]",Quatre,12,A1,A2,,,
13,8,A2,3,"[3, 5, 3, 3, 6]",Brelan,20,A1,A2,,,
13,9,A1,3,"[4, 4, 6, 4, 5]",Six,6,A1,A2,,,
13,10,A2,3,"[4, 4, 5, 4, 4]",Quatre,16,A1,A2,,,
13,11,A1,3,"[6, 6, 1, 6, 5]",Cinq,5,A1,A2,,,
13,12,A2,3,"[5, 1, 6, 6, 6]",Six,18,A1,A2,,,
13,13,A1,3,"[1, 1, 5, 1, 6]",As,3,A1,A2,,,
13,14,A2,3,"[3, 6, 2, 6, 4]",Trois,3,A1,A2,,,
13,15,A1,3,"[6, 5, 5, 6, 6]",Full,25,A1,A2,,,
